sport,event_id,commence_time,team1,team2,teams_label,bookmaker,team1_odds,team2_odds,team1_prob,team2_prob,team1_prob_norm,team2_prob_norm,market_prob,model_prob,sentiment_score,sentiment_score_norm,discrepancy,inefficiency_score,news_headlines,ingestion_ts,last_updated
soccer_spain_la_liga,c0624fa14f1cc21784b1eb6051df7739,2025-11-09T13:00:00Z,Athletic Bilbao,Oviedo,Athletic Bilbao vs Oviedo,FanDuel,1.53,7.5,0.6535947712418301,0.13333333333333333,0.8305647840531561,0.16943521594684385,0.8305647840531561,0.5,0.0,0.5,0.33056478405315615,0.8305647840531561,,2025-11-09T10:32:44.074599+00:00,2025-11-09T10:32:44.074599+00:00
soccer_spain_la_liga,d266bea28775b8fbe2946d51ea3df7bf,2025-11-09T15:15:00Z,Rayo Vallecano,Real Madrid,Rayo Vallecano vs Real Madrid,FanDuel,7.0,1.4,0.14285714285714285,0.7142857142857143,0.16666666666666666,0.8333333333333333,0.16666666666666666,0.5,0.0,0.5,0.33333333333333337,0.8333333333333334,,2025-11-09T10:32:52.153164+00:00,2025-11-09T10:32:52.153164+00:00
soccer_spain_la_liga,81e63f7fd5aabd23b21971718f55e474,2025-11-09T17:30:00Z,Getafe,Mallorca,Getafe vs Mallorca,FanDuel,3.1,2.65,0.3225806451612903,0.37735849056603776,0.46086956521739125,0.5391304347826087,0.46086956521739125,0.5,0.0,0.5,0.03913043478260875,0.5391304347826087,,2025-11-09T10:33:00.250481+00:00,2025-11-09T10:33:00.250481+00:00
soccer_spain_la_liga,412ee51e5437246039cfe3f4721bf70b,2025-11-09T17:30:00Z,Real Betis,Valencia,Real Betis vs Valencia,FanDuel,2.15,3.4,0.46511627906976744,0.29411764705882354,0.6126126126126126,0.38738738738738737,0.6126126126126126,0.5,0.0,0.5,0.11261261261261257,0.6126126126126126,,2025-11-09T10:33:08.380177+00:00,2025-11-09T10:33:08.380177+00:00
soccer_spain_la_liga,397ac0f219a171008184e1152d4b7b7c,2025-11-09T20:00:00Z,Barcelona,Celta Vigo,Barcelona vs Celta Vigo,FanDuel,1.77,4.1,0.5649717514124294,0.24390243902439027,0.6984667802385008,0.30153321976149916,0.6984667802385008,0.5,0.0,0.5,0.19846678023850084,0.6984667802385008,,2025-11-09T10:33:16.632266+00:00,2025-11-09T10:33:16.632266+00:00
soccer_spain_la_liga,aa974bbc0d93b1680d1f72e6c9e4099f,2025-11-21T20:00:00Z,Levante,Valencia,Levante vs Valencia,FanDuel,3.7,2.0,0.27027027027027023,0.5,0.3508771929824561,0.649122807017544,0.3508771929824561,0.5,0.0,0.5,0.14912280701754388,0.6491228070175439,,2025-11-09T10:33:25.857019+00:00,2025-11-09T10:33:25.857019+00:00
soccer_spain_la_liga,b85e1a1ab71bc152aa75e6a24c0bb365,2025-11-22T13:00:00Z,Alavés,Celta Vigo,Alavés vs Celta Vigo,FanDuel,2.55,2.9,0.3921568627450981,0.3448275862068966,0.5321100917431193,0.4678899082568807,0.5321100917431193,0.5,0.0,0.5,0.032110091743119296,0.5321100917431193,,2025-11-09T10:33:34.131858+00:00,2025-11-09T10:33:34.131858+00:00
soccer_spain_la_liga,3fca1da9f4ee9bd8284a310a286bfd15,2025-11-22T15:15:00Z,Athletic Bilbao,Barcelona,Athletic Bilbao vs Barcelona,FanDuel,6.5,1.42,0.15384615384615385,0.7042253521126761,0.17929292929292928,0.8207070707070707,0.17929292929292928,0.5,0.0,0.5,0.3207070707070707,0.8207070707070707,,2025-11-09T10:33:42.382384+00:00,2025-11-09T10:33:42.382384+00:00
soccer_spain_la_liga,90cfc548829cafb7fadb70916586fef0,2025-11-22T17:30:00Z,CA Osasuna,Real Sociedad,CA Osasuna vs Real Sociedad,FanDuel,2.45,3.0,0.4081632653061224,0.3333333333333333,0.5504587155963303,0.44954128440366975,0.5504587155963303,0.5,0.0,0.5,0.050458715596330306,0.5504587155963303,,2025-11-09T10:33:50.827351+00:00,2025-11-09T10:33:50.827351+00:00
soccer_spain_la_liga,e0687039a592971863efef05bf3f1785,2025-11-22T20:00:00Z,Mallorca,Villarreal,Mallorca vs Villarreal,FanDuel,6.5,1.42,0.15384615384615385,0.7042253521126761,0.17929292929292928,0.8207070707070707,0.17929292929292928,0.5,0.0,0.5,0.3207070707070707,0.8207070707070707,,2025-11-09T10:33:58.931593+00:00,2025-11-09T10:33:58.931593+00:00
soccer_spain_la_liga,7b09d24cde57fa2f30322f4b9569004b,2025-11-23T13:00:00Z,Oviedo,Rayo Vallecano,Oviedo vs Rayo Vallecano,FanDuel,3.3,2.25,0.30303030303030304,0.4444444444444444,0.40540540540540543,0.5945945945945946,0.40540540540540543,0.5,0.0,0.5,0.09459459459459457,0.5945945945945945,,2025-11-09T10:34:07.411540+00:00,2025-11-09T10:34:07.411540+00:00
soccer_spain_la_liga,57bfc71b85e87cb027d1cb538a891bac,2025-11-23T15:15:00Z,Girona,Real Betis,Girona vs Real Betis,FanDuel,5.3,1.59,0.18867924528301888,0.6289308176100629,0.23076923076923078,0.7692307692307692,0.23076923076923078,0.5,0.0,0.5,0.2692307692307692,0.7692307692307692,,2025-11-09T10:34:15.552934+00:00,2025-11-09T10:34:15.552934+00:00
soccer_spain_la_liga,6a6f8db636bdba3bb21487d665766f81,2025-11-23T17:30:00Z,Atlético Madrid,Getafe,Atlético Madrid vs Getafe,FanDuel,1.77,4.8,0.5649717514124294,0.20833333333333334,0.730593607305936,0.2694063926940639,0.730593607305936,0.5,0.0,0.5,0.23059360730593603,0.730593607305936,,2025-11-09T10:34:23.802254+00:00,2025-11-09T10:34:23.802254+00:00
soccer_spain_la_liga,0bc05d912908acad2068274c6aea2390,2025-11-23T20:00:00Z,Elche CF,Real Madrid,Elche CF vs Real Madrid,FanDuel,7.5,1.32,0.13333333333333333,0.7575757575757576,0.14965986394557823,0.8503401360544218,0.14965986394557823,0.5,0.0,0.5,0.35034013605442177,0.8503401360544218,,2025-11-09T10:34:31.877364+00:00,2025-11-09T10:34:31.877364+00:00
soccer_spain_la_liga,9b6986615e1dbe3f50a014bbea2006e4,2025-11-24T20:00:00Z,Espanyol,Sevilla,Espanyol vs Sevilla,FanDuel,2.1,3.6,0.47619047619047616,0.2777777777777778,0.631578947368421,0.368421052631579,0.631578947368421,0.5,0.0,0.5,0.13157894736842102,0.631578947368421,,2025-11-09T10:34:40.043463+00:00,2025-11-09T10:34:40.043463+00:00
soccer_italy_serie_a,b8c92eb68f2ce0617f0c5723862596ff,2025-11-09T11:30:00Z,Atalanta BC,Sassuolo,Atalanta BC vs Sassuolo,FanDuel,1.48,6.5,0.6756756756756757,0.15384615384615385,0.8145363408521303,0.1854636591478697,0.8145363408521303,0.5,0.0,0.5,0.31453634085213034,0.8145363408521303,,2025-11-09T10:34:48.273618+00:00,2025-11-09T10:34:48.273618+00:00
soccer_italy_serie_a,86761f93a32b6d7774ab6204cb55ba67,2025-11-09T14:00:00Z,Bologna,Napoli,Bologna vs Napoli,FanDuel,3.1,2.55,0.3225806451612903,0.3921568627450981,0.4513274336283185,0.5486725663716814,0.4513274336283185,0.5,0.0,0.5,0.04867256637168149,0.5486725663716815,,2025-11-09T10:34:56.513970+00:00,2025-11-09T10:34:56.513970+00:00
soccer_italy_serie_a,3736fd93042aadc5c53dcf574355785a,2025-11-09T14:00:00Z,Fiorentina,Genoa,Fiorentina vs Genoa,FanDuel,2.9,2.75,0.3448275862068966,0.36363636363636365,0.4867256637168142,0.5132743362831859,0.4867256637168142,0.5,0.0,0.5,0.013274336283185806,0.5132743362831858,,2025-11-09T10:35:04.624069+00:00,2025-11-09T10:35:04.624069+00:00
soccer_italy_serie_a,45edf0fd9e8e181a6719b960670843c2,2025-11-09T17:00:00Z,AS Roma,Udinese,AS Roma vs Udinese,FanDuel,1.51,7.5,0.6622516556291391,0.13333333333333333,0.8324084350721421,0.16759156492785793,0.8324084350721421,0.5,0.0,0.5,0.3324084350721421,0.8324084350721421,,2025-11-09T10:35:12.739353+00:00,2025-11-09T10:35:12.739353+00:00
soccer_italy_serie_a,2a3517cb185eb6f5d9616f63c5c7741b,2025-11-09T19:45:00Z,Inter Milan,Lazio,Inter Milan vs Lazio,FanDuel,1.32,8.5,0.7575757575757576,0.11764705882352941,0.8655804480651731,0.13441955193482688,0.8655804480651731,0.5,0.0,0.5,0.3655804480651731,0.8655804480651731,,2025-11-09T10:35:20.903132+00:00,2025-11-09T10:35:20.903132+00:00
soccer_italy_serie_a,a128115f22f5cde4bb61a6bb670c18db,2025-11-22T14:00:00Z,Bologna,Udinese,Bologna vs Udinese,FanDuel,2.1,3.6,0.47619047619047616,0.2777777777777778,0.631578947368421,0.368421052631579,0.631578947368421,0.5,0.0,0.5,0.13157894736842102,0.631578947368421,,2025-11-09T10:35:28.962999+00:00,2025-11-09T10:35:28.962999+00:00
soccer_italy_serie_a,4ecf2b534645c3893ad2d69b18e41a13,2025-11-22T14:00:00Z,Cagliari,Genoa,Cagliari vs Genoa,FanDuel,2.75,2.75,0.36363636363636365,0.36363636363636365,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,,2025-11-09T10:35:37.126888+00:00,2025-11-09T10:35:37.126888+00:00
soccer_italy_serie_a,2bf52c8c6ed172473d9825c4c601f1c2,2025-11-22T17:00:00Z,Fiorentina,Juventus,Fiorentina vs Juventus,FanDuel,3.8,2.0,0.2631578947368421,0.5,0.3448275862068966,0.6551724137931035,0.3448275862068966,0.5,0.0,0.5,0.15517241379310343,0.6551724137931034,,2025-11-09T10:35:45.117764+00:00,2025-11-09T10:35:45.117764+00:00
soccer_italy_serie_a,5cd8aa575ad74e25926889de49b3652c,2025-11-22T19:45:00Z,Atalanta BC,Napoli,Atalanta BC vs Napoli,FanDuel,3.6,2.1,0.2777777777777778,0.47619047619047616,0.368421052631579,0.631578947368421,0.368421052631579,0.5,0.0,0.5,0.13157894736842102,0.631578947368421,,2025-11-09T10:35:53.190911+00:00,2025-11-09T10:35:53.190911+00:00
soccer_italy_serie_a,e913d0d59acfa3b76ec65cfd0890c8fe,2025-11-23T11:30:00Z,Hellas Verona,Parma,Hellas Verona vs Parma,FanDuel,2.3,3.4,0.4347826086956522,0.29411764705882354,0.5964912280701755,0.4035087719298246,0.5964912280701755,0.5,0.0,0.5,0.09649122807017552,0.5964912280701755,,2025-11-09T10:36:01.864476+00:00,2025-11-09T10:36:01.864476+00:00
soccer_italy_serie_a,3c6ca28b723f1cf6e4c9e3dd41c2e8ff,2025-11-23T14:00:00Z,AS Roma,Cremonese,AS Roma vs Cremonese,FanDuel,1.59,5.5,0.6289308176100629,0.18181818181818182,0.7757404795486601,0.22425952045133996,0.7757404795486601,0.5,0.0,0.5,0.2757404795486601,0.7757404795486601,,2025-11-09T10:36:10.082893+00:00,2025-11-09T10:36:10.082893+00:00
soccer_italy_serie_a,d1161708b58e0bd7f600f8037ebee71b,2025-11-23T17:00:00Z,Lazio,Lecce,Lazio vs Lecce,FanDuel,1.59,5.9,0.6289308176100629,0.1694915254237288,0.787716955941255,0.21228304405874499,0.787716955941255,0.5,0.0,0.5,0.287716955941255,0.787716955941255,,2025-11-09T10:36:18.261868+00:00,2025-11-09T10:36:18.261868+00:00
soccer_italy_serie_a,931dc6379845da7abc47ff5c23aef753,2025-11-23T19:45:00Z,AC Milan,Inter Milan,AC Milan vs Inter Milan,FanDuel,4.0,1.83,0.25,0.5464480874316939,0.31389365351629506,0.6861063464837049,0.31389365351629506,0.5,0.0,0.5,0.18610634648370494,0.6861063464837049,,2025-11-09T10:36:26.426872+00:00,2025-11-09T10:36:26.426872+00:00
soccer_italy_serie_a,be25d5ad935e9af68a28c5f02273f61a,2025-11-24T17:30:00Z,Como,Torino,Como vs Torino,FanDuel,2.2,3.4,0.45454545454545453,0.29411764705882354,0.6071428571428571,0.39285714285714285,0.6071428571428571,0.5,0.0,0.5,0.1071428571428571,0.6071428571428571,,2025-11-09T10:36:34.577030+00:00,2025-11-09T10:36:34.577030+00:00
soccer_italy_serie_a,2fe233fbcc6045c250ad735ba1b8301b,2025-11-24T19:45:00Z,Pisa,Sassuolo,Pisa vs Sassuolo,FanDuel,3.8,2.0,0.2631578947368421,0.5,0.3448275862068966,0.6551724137931035,0.3448275862068966,0.5,0.0,0.5,0.15517241379310343,0.6551724137931034,,2025-11-09T10:36:42.818278+00:00,2025-11-09T10:36:42.818278+00:00
mma_mixed_martial_arts,667781880a67e4a9ff68f00decf0c84a,2025-11-15T21:00:00Z,Angela Hill,Fatima Kline,Angela Hill vs Fatima Kline,BetOnline.ag,4.5,1.22,0.2222222222222222,0.819672131147541,0.21328671328671325,0.7867132867132867,0.21328671328671325,0.5,0.0,0.5,0.2867132867132868,0.7867132867132868,,2025-11-09T10:36:51.157008+00:00,2025-11-09T10:36:51.157008+00:00
mma_mixed_martial_arts,69eb86f074960db6e52c36ef9ab197fa,2025-11-15T21:00:00Z,Beneil Dariush,Benoit Saint-Denis,Beneil Dariush vs Benoit Saint-Denis,BetOnline.ag,2.6,1.54,0.3846153846153846,0.6493506493506493,0.3719806763285024,0.6280193236714976,0.3719806763285024,0.5,0.0,0.5,0.1280193236714976,0.6280193236714976,,2025-11-09T10:36:59.378300+00:00,2025-11-09T10:36:59.378300+00:00
mma_mixed_martial_arts,0b75d1072e0607292b1c3e69f548a5d0,2025-11-15T21:00:00Z,Bo Nickal,Rodolfo Vieira,Bo Nickal vs Rodolfo Vieira,BetOnline.ag,1.44,2.9,0.6944444444444444,0.3448275862068966,0.6682027649769585,0.3317972350230415,0.6682027649769585,0.5,0.0,0.5,0.16820276497695852,0.6682027649769585,,2025-11-09T10:37:07.609926+00:00,2025-11-09T10:37:07.609926+00:00
mma_mixed_martial_arts,112ec5010ccddab2cacbb987a87f861c,2025-11-15T21:00:00Z,Chepe Mariscal,Pat Sabatini,Chepe Mariscal vs Pat Sabatini,BetOnline.ag,2.15,1.74,0.46511627906976744,0.5747126436781609,0.44730077120822626,0.5526992287917738,0.44730077120822626,0.5,0.0,0.5,0.052699228791773745,0.5526992287917738,,2025-11-09T10:37:15.894103+00:00,2025-11-09T10:37:15.894103+00:00
mma_mixed_martial_arts,f918eb51434b7dc0ee7ceda9069cc942,2025-11-15T21:00:00Z,Erin Blanchfield,Tracy Cortez,Erin Blanchfield vs Tracy Cortez,BetOnline.ag,1.48,2.8,0.6756756756756757,0.35714285714285715,0.6542056074766355,0.34579439252336447,0.6542056074766355,0.5,0.0,0.5,0.15420560747663548,0.6542056074766355,,2025-11-09T10:37:24.058054+00:00,2025-11-09T10:37:24.058054+00:00
mma_mixed_martial_arts,826013e1df7b3bf63bd0a1a663dfc7b6,2025-11-15T21:00:00Z,Gerald Meerschaert,Kyle Daukaus,Gerald Meerschaert vs Kyle Daukaus,BetOnline.ag,3.85,1.29,0.2597402597402597,0.7751937984496123,0.2509727626459144,0.7490272373540856,0.2509727626459144,0.5,0.0,0.5,0.2490272373540856,0.7490272373540856,,2025-11-09T10:37:32.261703+00:00,2025-11-09T10:37:32.261703+00:00
mma_mixed_martial_arts,e9b4abe4e4150b938ea5f373dc7f04f5,2025-11-15T21:00:00Z,Gregory Rodrigues,Roman Kopylov,Gregory Rodrigues vs Roman Kopylov,BetOnline.ag,1.65,2.35,0.6060606060606061,0.425531914893617,0.5875,0.4125,0.5875,0.5,0.0,0.5,0.08750000000000002,0.5875,,2025-11-09T10:37:40.328176+00:00,2025-11-09T10:37:40.328176+00:00
mma_mixed_martial_arts,4d10eec73a1fc7b90f1984bd3eceede0,2025-11-15T21:00:00Z,Michael Morales,Sean Brady,Michael Morales vs Sean Brady,BetOnline.ag,2.15,1.74,0.46511627906976744,0.5747126436781609,0.44730077120822626,0.5526992287917738,0.44730077120822626,0.5,0.0,0.5,0.052699228791773745,0.5526992287917738,,2025-11-09T10:37:48.412422+00:00,2025-11-09T10:37:48.412422+00:00
mma_mixed_martial_arts,8ebd3676731d89d7edb6b10a611a1894,2025-11-16T03:45:00Z,Carlos Prates,Leon Edwards,Carlos Prates vs Leon Edwards,BetOnline.ag,1.48,2.8,0.6756756756756757,0.35714285714285715,0.6542056074766355,0.34579439252336447,0.6542056074766355,0.5,0.0,0.5,0.15420560747663548,0.6542056074766355,,2025-11-09T10:37:56.874012+00:00,2025-11-09T10:37:56.874012+00:00
mma_mixed_martial_arts,dacbd108e2e5a607807fca82cc651dec,2025-11-16T04:45:00Z,Valentina Shevchenko,Weili Zhang,Valentina Shevchenko vs Weili Zhang,DraftKings,1.85,1.98,0.5405405405405405,0.5050505050505051,0.5169712793733681,0.4830287206266319,0.5169712793733681,0.5,0.0,0.5,0.016971279373368064,0.5169712793733681,,2025-11-09T10:38:05.030526+00:00,2025-11-09T10:38:05.030526+00:00
mma_mixed_martial_arts,6043d2ce01990384711a9e95f17ba89a,2025-11-16T05:30:00Z,Islam Makhachev,Jack Della Maddalena,Islam Makhachev vs Jack Della Maddalena,DraftKings,1.33,3.45,0.7518796992481203,0.2898550724637681,0.7217573221757322,0.2782426778242678,0.7217573221757322,0.5,0.0,0.5,0.22175732217573219,0.7217573221757322,,2025-11-09T10:38:13.195448+00:00,2025-11-09T10:38:13.195448+00:00
mma_mixed_martial_arts,6b55a0b31210cc3675a7832fff203ab2,2025-11-22T20:45:00Z,Belal Muhammad,Ian Garry,Belal Muhammad vs Ian Garry,DraftKings,2.5,1.56,0.4,0.641025641025641,0.38423645320197053,0.6157635467980296,0.38423645320197053,0.5,0.0,0.5,0.11576354679802947,0.6157635467980295,,2025-11-09T10:38:21.495523+00:00,2025-11-09T10:38:21.495523+00:00
mma_mixed_martial_arts,2296da556824e13d4b148f271c9c5e67,2025-11-22T21:30:00Z,Arman Tsarukyan,Daniel Hooker,Arman Tsarukyan vs Daniel Hooker,DraftKings,1.26,4.0,0.7936507936507936,0.25,0.7604562737642586,0.2395437262357415,0.7604562737642586,0.5,0.0,0.5,0.2604562737642586,0.7604562737642586,,2025-11-09T10:38:29.583056+00:00,2025-11-09T10:38:29.583056+00:00
mma_mixed_martial_arts,9ae1b4ab89a6318887e6e8ba1c1dc882,2025-12-07T04:45:00Z,Alexandre Pantoja,Joshua Van,Alexandre Pantoja vs Joshua Van,DraftKings,1.46,2.8,0.684931506849315,0.35714285714285715,0.6572769953051644,0.34272300469483574,0.6572769953051644,0.5,0.0,0.5,0.15727699530516437,0.6572769953051644,,2025-11-09T10:38:37.879267+00:00,2025-11-09T10:38:37.879267+00:00
mma_mixed_martial_arts,5ff0e58c7a43bf8179d463b649455fe6,2025-12-07T05:30:00Z,Merab Dvalishvili,Petr Yan,Merab Dvalishvili vs Petr Yan,DraftKings,1.21,4.6,0.8264462809917356,0.2173913043478261,0.7917383820998279,0.20826161790017214,0.7917383820998279,0.5,0.0,0.5,0.29173838209982794,0.7917383820998279,,2025-11-09T10:38:46.172678+00:00,2025-11-09T10:38:46.172678+00:00
mma_mixed_martial_arts,26d1e600df853bf121fde5a737550191,2025-12-28T03:00:00Z,Amanda Nunes,Kayla Harrison,Amanda Nunes vs Kayla Harrison,BetOnline.ag,2.45,1.61,0.4081632653061224,0.6211180124223602,0.39655172413793105,0.6034482758620691,0.39655172413793105,0.5,0.0,0.5,0.10344827586206895,0.603448275862069,,2025-11-09T10:38:54.426976+00:00,2025-11-09T10:38:54.426976+00:00
mma_mixed_martial_arts,35c5048f0e5ad198df705e2c00d42263,2025-12-31T13:00:00Z,Amanda Nunes,Kayla Harrison,Amanda Nunes vs Kayla Harrison,DraftKings,2.3,1.65,0.4347826086956522,0.6060606060606061,0.4177215189873418,0.5822784810126582,0.4177215189873418,0.5,0.0,0.5,0.08227848101265822,0.5822784810126582,,2025-11-09T10:39:02.650914+00:00,2025-11-09T10:39:02.650914+00:00
mma_mixed_martial_arts,1316e0dc34b268ba2b03502f91475797,2025-12-31T13:00:00Z,Ciryl Gane,Tom Aspinall,Ciryl Gane vs Tom Aspinall,DraftKings,2.64,1.51,0.3787878787878788,0.6622516556291391,0.363855421686747,0.6361445783132531,0.363855421686747,0.5,0.0,0.5,0.136144578313253,0.636144578313253,,2025-11-09T10:39:10.912460+00:00,2025-11-09T10:39:10.912460+00:00
mma_mixed_martial_arts,fe6d6bf6ed8cf03c9ca9be474b87f811,2025-12-31T14:00:00Z,Caio Borralho,Khamzat Chimaev,Caio Borralho vs Khamzat Chimaev,BetOnline.ag,4.75,1.2,0.21052631578947367,0.8333333333333334,0.20168067226890757,0.7983193277310925,0.20168067226890757,0.5,0.0,0.5,0.29831932773109243,0.7983193277310925,,2025-11-09T10:39:19.099452+00:00,2025-11-09T10:39:19.099452+00:00
mma_mixed_martial_arts,4b982d24558fb7bce24ebc8ecce17b10,2025-12-31T14:00:00Z,Khamzat Chimaev,Nassourdine Imavov,Khamzat Chimaev vs Nassourdine Imavov,BetOnline.ag,1.18,5.0,0.8474576271186441,0.2,0.8090614886731391,0.19093851132686082,0.8090614886731391,0.5,0.0,0.5,0.3090614886731391,0.8090614886731391,,2025-11-09T10:39:27.340857+00:00,2025-11-09T10:39:27.340857+00:00
mma_mixed_martial_arts,73a0c69f30ee485b13aeb97e2cec1897,2025-12-31T22:59:00Z,Arman Tsarukyan,Ilia Topuria,Arman Tsarukyan vs Ilia Topuria,BetOnline.ag,3.1,1.4,0.3225806451612903,0.7142857142857143,0.31111111111111106,0.6888888888888889,0.31111111111111106,0.5,0.0,0.5,0.18888888888888894,0.6888888888888889,,2025-11-09T10:39:35.622687+00:00,2025-11-09T10:39:35.622687+00:00
mma_mixed_martial_arts,080e193fb82544b8ef193fae655e112a,2025-12-31T22:59:00Z,Ilia Topuria,Justin Gaethje,Ilia Topuria vs Justin Gaethje,BetOnline.ag,1.2,4.85,0.8333333333333334,0.2061855670103093,0.8016528925619835,0.19834710743801653,0.8016528925619835,0.5,0.0,0.5,0.30165289256198347,0.8016528925619835,,2025-11-09T10:39:43.854777+00:00,2025-11-09T10:39:43.854777+00:00
mma_mixed_martial_arts,d01e40abf44675c2dad78d2ff8b3dec5,2025-12-31T22:59:00Z,Ilia Topuria,Paddy Pimblett,Ilia Topuria vs Paddy Pimblett,BetOnline.ag,1.2,4.75,0.8333333333333334,0.21052631578947367,0.7983193277310925,0.20168067226890757,0.7983193277310925,0.5,0.0,0.5,0.2983193277310925,0.7983193277310925,,2025-11-09T10:39:52.115819+00:00,2025-11-09T10:39:52.115819+00:00
mma_mixed_martial_arts,037fb5933cbac8b7bfcc4ebf47156901,2026-01-01T00:00:00Z,Khamzat Chimaev,Michael Page,Khamzat Chimaev vs Michael Page,BetOnline.ag,1.05,11.0,0.9523809523809523,0.09090909090909091,0.9128630705394192,0.08713692946058092,0.9128630705394192,0.5,0.0,0.5,0.4128630705394192,0.9128630705394192,,2025-11-09T10:40:00.434898+00:00,2025-11-09T10:40:00.434898+00:00
mma_mixed_martial_arts,cd35504070ea2da5ec211ce9ec92e5e7,2026-01-01T03:00:00Z,Diego Lopes,Yair Rodriguez,Diego Lopes vs Yair Rodriguez,BetOnline.ag,1.39,3.15,0.7194244604316548,0.31746031746031744,0.6938325991189427,0.3061674008810572,0.6938325991189427,0.5,0.0,0.5,0.19383259911894268,0.6938325991189427,,2025-11-09T10:40:08.725535+00:00,2025-11-09T10:40:08.725535+00:00
mma_mixed_martial_arts,8b63d68f5dbaad92376aaa47cc1ae15f,2026-03-29T02:00:00Z,Charles Oliveira,Max Holloway,Charles Oliveira vs Max Holloway,BetOnline.ag,2.4,1.62,0.4166666666666667,0.6172839506172839,0.4029850746268657,0.5970149253731344,0.4029850746268657,0.5,0.0,0.5,0.09701492537313428,0.5970149253731343,,2025-11-09T10:40:16.913716+00:00,2025-11-09T10:40:16.913716+00:00
mma_mixed_martial_arts,c8dbccd9eda383d9c76dc15e4a3c96a7,2026-06-14T02:00:00Z,Alex Pereira,Carlos Ulberg,Alex Pereira vs Carlos Ulberg,BetOnline.ag,1.54,2.6,0.6493506493506493,0.3846153846153846,0.6280193236714976,0.3719806763285024,0.6280193236714976,0.5,0.0,0.5,0.1280193236714976,0.6280193236714976,,2025-11-09T10:40:25.174157+00:00,2025-11-09T10:40:25.174157+00:00
mma_mixed_martial_arts,b1a902b892f239a0404c75781af22e87,2026-06-14T02:00:00Z,Alex Pereira,Jiri Prochazka,Alex Pereira vs Jiri Prochazka,BetOnline.ag,1.33,3.5,0.7518796992481203,0.2857142857142857,0.7246376811594202,0.27536231884057966,0.7246376811594202,0.5,0.0,0.5,0.22463768115942018,0.7246376811594202,,2025-11-09T10:40:33.425696+00:00,2025-11-09T10:40:33.425696+00:00
mma_mixed_martial_arts,e7a638f5736f2d0edc762b56fc404f74,2026-06-14T02:00:00Z,Alex Pereira,Jon Jones,Alex Pereira vs Jon Jones,BetOnline.ag,5.1,1.19,0.19607843137254904,0.8403361344537815,0.1891891891891892,0.8108108108108107,0.1891891891891892,0.5,0.0,0.5,0.3108108108108108,0.8108108108108107,,2025-11-09T10:40:41.436269+00:00,2025-11-09T10:40:41.436269+00:00
mma_mixed_martial_arts,a3c203ddf1665927314db9cc73ede377,2026-06-14T02:00:00Z,Carlos Ulberg,Magomed Ankalaev,Carlos Ulberg vs Magomed Ankalaev,BetOnline.ag,3.1,1.4,0.3225806451612903,0.7142857142857143,0.31111111111111106,0.6888888888888889,0.31111111111111106,0.5,0.0,0.5,0.18888888888888894,0.6888888888888889,,2025-11-09T10:40:49.547932+00:00,2025-11-09T10:40:49.547932+00:00
mma_mixed_martial_arts,1ca0b61248b7eb5feef12a04661003e0,2026-06-28T02:00:00Z,Ciryl Gane,Tom Aspinall,Ciryl Gane vs Tom Aspinall,BetOnline.ag,2.75,1.49,0.36363636363636365,0.6711409395973155,0.35141509433962265,0.6485849056603774,0.35141509433962265,0.5,0.0,0.5,0.14858490566037735,0.6485849056603774,,2025-11-09T10:40:57.670854+00:00,2025-11-09T10:40:57.670854+00:00
